form	match_type	count	candidate_lemmas	sample_context	resolved_lemma	confidence	note
wuchse	unmatched	2		im der wuchse vnd bleib			
hermeister	unmatched	2		vnd sein hermeister zu Got			
bovman	unmatched	2		- ESIS bovman der philistischen			
satilte	unmatched	2		nacht vnd satilte seinen esil			
hornern	unmatched	2		mit den hornern den nam			
slafweip	unmatched	2		bruder Sein slafweip vorwar die			
horche	unmatched	2		svnder mer horche das ich			
iuncvrow̆	unmatched	2		ein schŏne iuncvrow̆ SIS vnd			
wugen	unmatched	2		ŏrringe die wugen czwei scot			
iuncvrow	unmatched	2		vnd die iuncvrow die do			
housvrow̆	unmatched	2		sei ein housvrow̆ deines herren			
mvter	unmatched	2		vnd irr mvter gab her			
Laset	unmatched	2		vnd sprach Laset mich das			
slafvrowen	unmatched	2		kindern der slafvrowen gabe er			
vormochte	unmatched	2		iare vnd vormochte sich nicht			
wor	ambiguous	2	lemma_7325|lemma_7338|lemma_7505	tig was wor czu ist			
kvmlingen	unmatched	2		deynen noch kvmlingen alle dise			
vorwente	unmatched	2		housvrowen vnd vorwente sich das			
eczliche	unmatched	2		vorgangen waren eczliche tage vnd			
mŏchte	unmatched	2		getan Es mŏchte yemant ous			
gevehest	unmatched	2		dem geieide gevehest so mache			
bedackte	unmatched	2		des halses bedackte sie im			
getrug	unmatched	2		die ein getrug zu dem			
vorvlucht	unmatched	2		der sei vorvlucht Der dir			
vordrungen	unmatched	2		geheissen wenne vordrungen hat er			
nymt	unmatched	2		eyn housvrowe nymt von dem			
tŏch	unmatched	2		von den tŏch XXVIII GENE			
brufte	unmatched	2		gegen do brufte er das			
erfulle	unmatched	2		bis ich erfulle alles das			
wost	unmatched	2		vnd ich wost sein nicht			
treibe	unmatched	2		schaf ein treibe zu den			
gebrouchte	unmatched	2		do er gebrouchte der begirlichen			
weisest	unmatched	2		antworte Du weisest wol wie			
gestreifter	unmatched	2		mancherlei vnd gestreifter wolle sint			
hitcze	unmatched	2		in der hitcze irr vormischunge			
gewandilt	unmatched	2		lon czehenstunt gewandilt Und got			
vorstoln	unmatched	2		die gŏte vorstoln Und also			
vor menige	unmatched	2		meres der vor menige nicht mag			
senftmutigen	unmatched	2		in nv senftmutigen mit gabe			
vordorte	unmatched	2		zu hant vordorte sie im			
rŏte	unmatched	2		die morgen rŏte Und antworte			
Czihe	unmatched	2		einem tage Czihe vor mir			
stakte	unmatched	2		hous vnd stakte seine geczelt			
vordrukte	unmatched	2		mit gewalde vordrukte er die			
wortig	unmatched	2		nicht gegen wortig svnder sie			
maitumes	unmatched	2		hette irs maitumes die tochter			
vnbesniten	unmatched	2		swester einem vnbesniten menschen das			
bouleute	unmatched	2		vnd bedarf bouleute Ire tŏchter			
gehenge	unmatched	2		dem einem gehenge wir in			
hurn	unmatched	2		sam einer hurn vnser swester			
hebamme	unmatched	2		sprach die hebamme Nicht vŏrchte			
czwelfe	unmatched	2		kinder warn czwelfe Die kinder			
horren	unmatched	2		svne des horren des †lantmannes†			
Hŏret	unmatched	2		zu in Hŏret meinen trovm			
hŏrn	unmatched	2		hab sie hŏrn sprechende Gee			
vorgiessen	unmatched	2		sele noch vorgiessen sein blut			
geselle	ambiguous	2	lemma_2213|lemma_2216	slafen vnd geselle dich ir			
gebrouchest	unmatched	2		das du gebrouchest meines beislafens			
hant;	unmatched	2		ir die hant; an die			
herrens	unmatched	2		house seines herrens der wol			
bŏsen	unmatched	2		gehengen den bŏsen vnczimlichen wercken			
ynne	unmatched	2		ge vangen ynne hutte Und			
weinstok	unmatched	2		mir einen weinstok an dem			
kŏrbe	unmatched	2		hette drei kŏrbe meles ouf			
ouslegers	unmatched	2		das des ouslegers warheit wurde			
vrasen	unmatched	2		ochsen die vrasen gene siben			
dvnner	unmatched	2		halm gar dvnner vnd mit			
veistes	unmatched	2		vnd vbir veistes vleisches die			
vrassen	unmatched	2		gesehen die vrassen die vordersten			
vordersten	unmatched	2		vrassen die vordersten vnd gaben			
vordrukt	unmatched	2		dem slafe vordrukt vnd sach			
fruchtbercheit	unmatched	2		mit groser fruchtbercheit kvmen in			
scheunen	unmatched	2		in die scheunen Und alles			
wŏsten	unmatched	2		knyten vnd wŏsten in einen			
fruchtberkeit	unmatched	2		quam die fruchtberkeit der siben			
schevnen	unmatched	2		in die schevnen Ouch alle			
gebetet	unmatched	2		heten an gebetet recht als			
gedenkken	unmatched	2		diener noch gedenkken nichtesnicht vbels			
czwiualdiges	unmatched	2		mandelfrucht Und czwiualdiges gelt tragt			
Fried	unmatched	2		schaffer antworte Fried sei euch			
minster	unmatched	2		das ewer minster bruder von			
enthilt	unmatched	2		fur vnd enthilt sich vnd			
hebreern	unmatched	2		mit den hebreern vnd vorworffen			
silbereinen	unmatched	2		Aber meinen silbereinen pecher Vnd			
czurissen	unmatched	2		Und gene czurissen ir gewant			
weissagunge	unmatched	2		kunst der weissagunge Czu dem			
amplik	unmatched	2		ir mein amplik nicht Do			
erkenten	unmatched	2		ein ander erkenten Nu hub			
kvne	unmatched	2		wurden sie kvne zu reden			
chananitidis	unmatched	2		vrowen svn chananitidis Die svne			
abczihen	unmatched	2		Ich wil abczihen vnd wil			
heisest	unmatched	2		du vns heisest sein deine			
beseet	unmatched	2		samen vnd beseet ewer eckir			
vorwandilte	unmatched	2		was Und vorwandilte die hende			
czukvnftig	unmatched	2		was euch czukvnftig ist in			
nes	unmatched	2		dei SIS nes vaters Du			
siczende	unmatched	2		starker esil siczende czwischen den			
clahen	unmatched	2		beissende die clahen des rosses			
valle	ambiguous	2	lemma_6733|lemma_6741	ouf steiger valle hinder sich			
wachsender	unmatched	2		schone Ein wachsender svn ein			
hubel	unmatched	2		der ewigen hubel Es werden			
schindunge	unmatched	2		her die schindunge Alle dise			
etheer	unmatched	2		von dem etheer zu eyner			
gewurczet	unmatched	2		leit do gewurczet Und do			
erhube	unmatched	2		her mich erhube als irs			
peinigten	unmatched	2		sie sie peinigten vnd maurten			
drukten	unmatched	2		sie sie drukten dester mer			
fleuset	unmatched	2		die do fleuset mit milch			
fleusset	unmatched	2		die do fleusset von milch			
enhoren	unmatched	2		dir noch enhoren die rede			
czeichens	unmatched	2		des ersten czeichens so gelouben			
geschŏpfet	unmatched	2		wer hat geschŏpfet den stvmmen			
ppherr	unmatched	2		dicit Jeremia ppherr ჻ EXO			
gehŏrn	unmatched	2		got an gehŏrn Und dise			
czeichn	unmatched	2		der du czeichn tvn wirst			
spreu	unmatched	2		in furbas spreu zu machen			
musik	unmatched	2		sie geen musik vnd dorumbe			
Sprev	unmatched	2		Also spricht Sprev gebe ł			
anstunden	unmatched	2		der werk anstunden sprech e			
steineinen	unmatched	2		als in steineinen Und es			
geslug	unmatched	2		die wasser geslug CAPITULUM UIII			
crŏten	unmatched	2		ende mit crŏten vnd quellen			
czihn	unmatched	2		sie werden czihn von dir			
geswolne	unmatched	2		swern vnd geswolne blasen in			
strewte	unmatched	2		hern Und strewte die in			
nichtesnichte	unmatched	2		das ir nichtesnichte wirt erscheinen			
gebeten	ambiguous	2	lemma_1961|lemma_1965|lemma_722	ouch ir gebeten Und alczu			
vorwustende	unmatched	2		der erden vorwustende alle dink			
grousame	unmatched	2		es wurden grousame vinsternuss in			
vorherte	unmatched	2		vnser herre vorherte das hercze			
erscheinest	unmatched	2		mir mer erscheinest so wirstu			
frvnde	unmatched	2		von seinem frvnde vnd ein			
erstgepurt	unmatched	2		Und alle erstgepurt des vihes			
selbben	unmatched	2		noch dem selbben siten sult			
vngesaurtes	unmatched	2		few̆er vnd vngesaurtes brot mit			
latich	unmatched	2		mit wilden latich Nicht werdet			
endlichn	unmatched	2		sult essen endlichn Wenne es			
czeychen	unmatched	2		in ein czeychen in ewern			
gesaurteigtes	unmatched	2		ewern heusern gesaurteigtes welcher gesauerteigtes			
gesauerteigtes	unmatched	2		gesaurteigtes welcher gesauerteigtes isset des			
tvnket	unmatched	2		gebundel ysops tvnket in das			
slahende	unmatched	2		heuser in slahende di vnd			
osterlammes	unmatched	2		dienst des osterlammes Ein yclicher			
vleischs	unmatched	2		tragen seines vleischs her ous			
entsleusset	unmatched	2		die do entsleusset den bouch			
gepotscheftet	unmatched	2		also Und gepotscheftet wart dem			
furtest	unmatched	2		vns ous furtest von Ist			
sen	ambiguous	2	lemma_5366|lemma_5397|lemma_5401	wis DUS sen wenne ich			
gegrŏset	unmatched	2		ist her gegrŏset das ros			
oufsteiger	unmatched	2		vnd den oufsteiger ł hat			
pouken	unmatched	2		hant ein pouken vnd ous			
sank	ambiguous	2	lemma_2192|lemma_5488	pouken den sank sie vor			
cloub	unmatched	2		volk vnd cloub alle tage			
Tretet	unmatched	2		aller samenunge Tretet vor vnsern			
nunge	unmatched	2		der wuste nunge Und secht			
vorvoulte	unmatched	2		wurme vnd vorvoulte Und czornig			
corianders	unmatched	2		der same corianders vnd sein			
fulle	unmatched	2		vnser herre fulle die vas			
getrincket	unmatched	2		das volk getrincket Und tat			
siczest	unmatched	2		volke worumb siczest du alleine			
czeigest	unmatched	2		sprichet Und czeigest dem volke			
plicczen	unmatched	2		hŏrn vnd plicczen begonden erschĭnen			
vnnuczlich	unmatched	2		herren gotes vnnuczlich Wenne vnser			
heiligest	unmatched	2		heiligen tack heiligest Sechs tage			
Ere	ambiguous	2	lemma_1281|lemma_1282|lemma_25157|lemma_5454|lemma_57649	in geheiligt Ere vater vnd			
deube	unmatched	2		Nicht tu deube Nicht sprich			
ho	ambiguous	2	lemma_22402|lemma_2866	sprach tho ho bzde thoho			
vŏrchtet	unmatched	2		volke Nicht vŏrchtet euch Wenne			
hebist	unmatched	2		das du hebist dein messir			
koufest	unmatched	2		XXI CAPITULUM koufest einen hebraischen			
ŏre	unmatched	2		im sein ŏre mit ei			
ei	ambiguous	2	lemma_11821|lemma_1324|lemma_24470	ŏre mit ei W EXO			
vorbreutet	unmatched	2		seinem svne vorbreutet noch dem			
buse	unmatched	2		lebit der buse sol er			
heischet	unmatched	2		von im heischet vnd die			
blabslak	unmatched	2		vmb wunde blabslak vmb EXO			
hŏrnern	unmatched	2		mit den hŏrnern stŏset einen			
fen	unmatched	2		erwer DUS fen wer do			
grebt	unmatched	2		cistern oder grebt vnd bedecket			
crank	unmatched	2		oder wirt crank oder sich			
breutet	unmatched	2		wer do breutet mit einem			
vorblenden	unmatched	2		wenne gabe vorblenden ouch die			
ŏlgerten	unmatched	2		in deinen ŏlgerten Sechs tage			
coche	unmatched	2		gotis Nicht coche das cziklein			
fressende	unmatched	2		wachsen dorinne fressende wilt Meclichen			
halbeteil	unmatched	2		nam das halbeteil des blutes			
Alls	ambiguous	2	lemma_106|lemma_148	Die sprachen Alls das vnser			
sprengte	unmatched	2		blut vnd sprengte das in			
bedeckende	unmatched	2		wonhaft vber bedeckende den mit			
nebils	unmatched	2		mitte des nebils vnd steig			
thymiamischen	unmatched	2		salben vnd thymiamischen puluer czu			
stos	unmatched	2		golde vnd stos die durch			
gehemerte	unmatched	2		czwen guldeine gehemerte cherubin zu			
rouchuas	unmatched	2		vnd trinkuas rouchuas vnd giskopfe			
kŏpfe	unmatched	2		seine stengel kŏpfe vnd ringel			
ringil	unmatched	2		Und die ringil dorumb vnd			
schuret	unmatched	2		man abe schuret vorlesche sullen			
vorlesche	unmatched	2		abe schuret vorlesche sullen werden			
orlein	unmatched	2		hangen Iacinctische orlein oder slinglein			
slinglein	unmatched	2		orlein oder slinglein mache an			
slingel	unmatched	2		ŏrl oder slingel an dem			
halbenteil	unmatched	2		Uon des halbenteil bedecke ł			
rotgeverbten	unmatched	2		vbirdecke von rotgeverbten widers heuten			
vorgulden	unmatched	2		tafeln saltu vorgulden vnd senke			
tŏpfe	unmatched	2		DUS ereine tŏpfe die die			
geneet	unmatched	2		hande varbe geneet gevogiltes werkis			
gevogiltes	unmatched	2		varbe geneet gevogiltes werkis vier			
pflokke	unmatched	2		wol sein pflokke als seine			
clares	unmatched	2		brengen gar clares ŏl von			
vbunge	unmatched	2		Ewig wirt vbunge in ir			
gegrabnem	unmatched	2		ordenunge mit gegrabnem werke noch			
hekil	unmatched	2		Und mache hekil von golde			
ketelin	unmatched	2		vnd czwei ketelin von reinem			
eckecht	unmatched	2		gebleichet Uier eckecht sol das			
czeil	unmatched	2		der ersten czeil sol sein			
ligur	unmatched	2		dritten der ligur vnd der			
ametist	unmatched	2		vnd der ametist In der			
nidristen	unmatched	2		gestalt der nidristen fugen das			
bendlein	unmatched	2		mit iacinctischen bendlein so das			
keppil	unmatched	2		werden ein keppil vnd sein			
pvnikisch	unmatched	2		vnd ein pvnikisch apfel vnd			
pendlein	unmatched	2		mit pfelleinen pendlein vnd houben			
rokke	unmatched	2		mache leineine rokke vnd gurtel			
geweihest	unmatched	2		wenne du geweihest ire hende			
ousserhalb	unmatched	2		mist vorbru ousserhalb den purgen			
geslechst	unmatched	2		du den geslechst so heb			
laganisch	unmatched	2		besprenget Und laganisch brot in			
anevenge	unmatched	2		vnd die anevenge von den			
geweiht	unmatched	2		dem Und geweiht sullen werden			
geweiten	unmatched	2		bleibt des geweiten vleisches oder			
sethimisschem	unmatched	2		mache ous sethimisschem holcze vnd			
vorstŏret	unmatched	2		der wirt vorstŏret ous seinem			
gebrouche	unmatched	2		seines ruches gebrouche der wirt			
putil	unmatched	2		schreien einen putil mit groser			
op	ambiguous	2	lemma_6330|lemma_9329	vru vnd op DUS ferten			
erczurne	unmatched	2		mein czorne erczurne wider sie			
hertneckig	unmatched	2		volk ist hertneckig vnd hertes			
gepeutest	unmatched	2		herren Du gepeutest also das			
czubrochen	unmatched	2		du hast czubrochen Bis bereit			
steigest	unmatched	2		zu hant steigest ouf den			
geduldiger	unmatched	2		vnd senftmutiger geduldiger vnd vil			
legist	unmatched	2		zu sammen legist fruntschaft die			
tŏchtern	unmatched	2		von iren tŏchtern deinen svnen			
humerale	unmatched	2		cziren das humerale vnd das			
iacinctisch	unmatched	2		heute vnd iacinctisch geverbte heute			
weihten	unmatched	2		Alle williclychen weihten das vnserm			
new̆e	unmatched	2		vinden ouch new̆e Nu machte			
geuerbet	unmatched	2		rotem czwir geuerbet vnd mancher			
vmmehenge	unmatched	2		Und funf vmmehenge fugte her			
vmmehanges	unmatched	2		sovme eines vmmehanges zu beiden			
vberdecken	unmatched	2		her eilf vberdecken von czigen			
besvnderlich	unmatched	2		zu sammen besvnderlich Und machte			
nestilte	unmatched	2		zu samen nestilte Und funfczig			
vberhank	unmatched	2		ein ander vberhank machte her			
getefel	unmatched	2		mitte der getefel von einem			
gevogilter	unmatched	2		von geneter gevogilter kvnst Und			
vbirlegte	unmatched	2		erein vnd vbirlegte sie mit			
becleidte	unmatched	2		halbe Und becleidte ł die			
gehemertem	unmatched	2		cherubin ous gehemertem golde die			
vmmelegte	unmatched	2		selben rigel vmmelegte er mit			
virunge	unmatched	2		in seyner virunge zu yclicher			
hantreichunge	unmatched	2		des few̆ers hantreichunge Und seinen			
wachten	unmatched	2		die aldo wachten in der			
sevmel	unmatched	2		Und czwei sevmel die zu			
pendil	unmatched	2		ein iacinctisch pendil das sie			
A	ambiguous	2	lemma_1|lemma_2|lemma_37325	gepoten hette A Auch machten			
hank	unmatched	2		vor DUS hank die arche			
dorvbir	unmatched	2		die wolken dorvbir so bliben			
Leuiticus	unmatched	2		genant ist Leuiticus vnd heist			
ingesneite	unmatched	2		mit dem ingesneite vnd mit			
vngesowerte	unmatched	2		besprenget vnd vngesowerte so zu			
vngemeiligt	unmatched	2		her opfert vngemeiligt sullen sie			
Levitici	unmatched	2		svnde IIII Levitici LEUIT ein			
schepfe	unmatched	2		vnd ł schepfe von dem			
krichendes	unmatched	2		welcherlei anders krichendes tir das			
vornymet	unmatched	2		vnd dornach vornymet sein vorlasenheit			
schŏpfe	unmatched	2		priester Der schŏpfe do von			
reinigende	unmatched	2		in vnd reinigende in das			
loukent	unmatched	2		herren vnd loukent seinem nehsten			
reisset	unmatched	2		etwas ous reisset oder im			
yclichs	unmatched	2		vorgeben ein yclichs das er			
svndende	unmatched	2		das er svndende hat getan			
semiln	unmatched	2		teil der semiln sol essen			
heilichet	unmatched	2		opfer der heilichet der priester			
tenneine	unmatched	2		Aber das tenneine vas in			
kraczen	unmatched	2		sol man kraczen vnd waschen			
beheldet	unmatched	2		opfertir der beheldet sein hout			
opfertyres	unmatched	2		e des opfertyres der fridsamen			
czimlich	unmatched	2		ist es czimlich was aber			
vbirkerunge	unmatched	2		meiligt der vbirkerunge der geheisse			
gemeiligte	unmatched	2		das Die gemeiligte sele die			
leineinem	unmatched	2		mit dem leineinem hemde vnd			
tvnkte	unmatched	2		blute vnd tvnkte dor ein			
gereinigte	unmatched	2		her den gereinigte vnd geheiligte			
scheiblecht	unmatched	2		den alter scheiblecht vmme Die			
enczvnte	unmatched	2		die svnde enczvnte her ouf			
opfertyr	unmatched	2		Und das opfertyr zu hieb			
veisten	unmatched	2		mit irem veisten vnd das			
vorczerte	unmatched	2		herren vnd vorczerte das gancz			
mŏcht	unmatched	2		sichst wie mŏcht ich sie			
sprinczel	unmatched	2		greifen di sprinczel den weihen			
strousen	unmatched	2		gestalt; den strousen die eule			
calidrot	unmatched	2		valken den calidrot noch seinem			
widhopfen	unmatched	2		geslechte; Den widhopfen die vledermaus			
selbenlei	unmatched	2		treit der selbenlei totes as			
cisternen	unmatched	2		vorwar vnd cisternen vnd allerlei			
geperenden	unmatched	2		die der geperenden vrowen Ein			
entspreusset	unmatched	2		vnd hout entspreusset eyn mancherhand			
gevrteilt	unmatched	2		wirt das gevrteilt vnd ein			
vorsliessen	unmatched	2		ir nicht vorsliessen wenne es			
gevnreiniget	unmatched	2		priesters vrteil gevnreiniget vnd vnder			
swerens	unmatched	2		stat des swerens ein weise			
tvnkil	unmatched	2		die schrvnden tvnkil Und nicht			
schrvnde	unmatched	2		es eine schrvnde des swerens			
besehn	unmatched	2		die ousseczikeit besehn sol sie			
weislecht	unmatched	2		das gehere weislecht vnd cleiner			
meiligunge	unmatched	2		stat der meiligunge gleich sein			
