xml_id,form,context,normalized,match_type,lemma_ids
WZB_1rb_29_4,dort,hie vnd dort Gib ouch,dort,matched,lemma_1205
WZB_1rb_29_7,Gib,vnd dort Gib ouch seiner,gib,matched,lemma_1961
WZB_1rb_30_0,ouch,dort Gib ouch seiner werden,ouch,matched,lemma_4523
WZB_1rb_30_1,seiner,Gib ouch seiner werden vrowen,seiner,matched,lemma_1517
WZB_1rb_30_2,werden,ouch seiner werden vrowen die,werden,ambiguous,lemma_62628|lemma_7489|lemma_7500
WZB_1rb_30_3,vrowen,seiner werden vrowen die sich,vrowen,matched,lemma_7260
WZB_1rb_30_6,die,werden vrowen die sich lest,die,ambiguous,lemma_1139|lemma_1161
WZB_1rb_31_0,sich,vrowen die sich lest intrewen,sich,ambiguous,lemma_42100|lemma_5366|lemma_5445|lemma_5455
WZB_1rb_31_1,lest,die sich lest intrewen schowen,lest,ambiguous,lemma_3567|lemma_3643|lemma_3720
WZB_1rb_31_2,intrewen,sich lest intrewen schowen zu,intrewen,unmatched,
WZB_1rb_31_3,schowen,lest intrewen schowen zu allen,schowen,matched,lemma_5295
WZB_1rb_31_6,zu,intrewen schowen zu allen cziten,zu,matched,lemma_7770
WZB_1rb_32_0,allen,schowen zu allen cziten loze,allen,matched,lemma_106
WZB_1rb_32_1,cziten,zu allen cziten loze Recht,cziten,matched,lemma_7857
WZB_1rb_32_2,loze,allen cziten loze Recht als,loze,unmatched,
WZB_1rb_32_4,Recht,cziten loze Recht als ein,recht,matched,lemma_4840
WZB_1rb_32_5,als,loze Recht als ein werde,als,matched,lemma_148
WZB_1rb_32_6,ein,Recht als ein werde rose,ein,ambiguous,lemma_119|lemma_13|lemma_1331|lemma_2975
WZB_1rb_33_0,werde,als ein werde rose Sterck,werde,ambiguous,lemma_7489|lemma_7500|lemma_7644
WZB_1rb_33_1,rose,ein werde rose Sterck vnd,rose,ambiguous,lemma_26308|lemma_4951
WZB_1rb_33_4,Sterck,werde rose Sterck vnd vollekumenheit,sterck,matched,lemma_5754
WZB_1rb_33_5,vnd,rose Sterck vnd vollekumenheit Das,vnd,matched,lemma_6467
WZB_1rb_33_6,vollekumenheit,Sterck vnd vollekumenheit Das sie,vollekumenheit,unmatched,
WZB_1rb_34_2,Das,vnd vollekumenheit Das sie an,das,ambiguous,lemma_1097|lemma_13169
WZB_1rb_34_3,sie,vollekumenheit Das sie an deiner,sie,ambiguous,lemma_5432|lemma_5454|lemma_56116
WZB_1rb_34_4,an,Das sie an deiner arbeit,an,ambiguous,lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570
WZB_1rb_34_5,deiner,sie an deiner arbeit Mit,deiner,matched,lemma_1242
WZB_1rb_34_6,arbeit,an deiner arbeit Mit deinen,arbeit,ambiguous,lemma_269|lemma_270
WZB_1rb_35_1,Mit,deiner arbeit Mit deinen schriften,mit,matched,lemma_4172
WZB_1rb_35_2,deinen,arbeit Mit deinen schriften erwerbe,deinen,matched,lemma_1242
WZB_1rb_35_3,schriften,Mit deinen schriften erwerbe Das,schriften,matched,lemma_5315
WZB_1rb_35_4,erwerbe,deinen schriften erwerbe Das sie,erwerbe,matched,lemma_1701
WZB_1rb_36_2,Das,schriften erwerbe Das sie nymmer,das,ambiguous,lemma_1097|lemma_13169
WZB_1rb_36_3,sie,erwerbe Das sie nymmer ersterbe,sie,ambiguous,lemma_5432|lemma_5454|lemma_56116
WZB_1rb_36_4,nymmer,Das sie nymmer ersterbe =,nymmer,matched,lemma_4368
WZB_1rb_36_5,ersterbe,sie nymmer ersterbe = nota bene,ersterbe,matched,lemma_1659
WZB_1rb_36_7,=,nymmer ersterbe = nota bene PROLOGUS,=,unmatched,
WZB_1rb_37_0,nota bene,ersterbe = nota bene PROLOGUS Bis,nota bene,unmatched,
WZB_1va_1_0,PROLOGUS,= nota bene PROLOGUS Bis das,prologus,matched,lemma_26634
WZB_1va_2_0,Bis,nota bene PROLOGUS Bis das ir,bis,ambiguous,lemma_10651|lemma_5432|lemma_9197
WZB_1va_2_1,das,PROLOGUS Bis das ir leben,das,ambiguous,lemma_1097|lemma_13169
WZB_1va_2_2,ir,Bis das ir leben also,ir,ambiguous,lemma_1517|lemma_5454|lemma_56116|lemma_56117
WZB_1va_2_3,leben,das ir leben also gevalle,leben,ambiguous,lemma_3659|lemma_3726
WZB_1va_2_4,also,ir leben also gevalle den,also,matched,lemma_152
WZB_1va_2_5,gevalle,leben also gevalle den touben,gevalle,ambiguous,lemma_2292|lemma_6741
WZB_1va_2_7,den,also gevalle den touben an,den,matched,lemma_1119
WZB_1va_3_0,touben,gevalle den touben an alle,touben,ambiguous,lemma_15782|lemma_6160|lemma_6265
WZB_1va_3_1,an,den touben an alle galle,an,ambiguous,lemma_13|lemma_1331|lemma_199|lemma_210|lemma_2570
WZB_1va_3_2,alle,touben an alle galle Der,alle,matched,lemma_106
WZB_1va_3_3,galle,an alle galle Der kvnigin,galle,ambiguous,lemma_1878|lemma_28409
WZB_1va_3_6,Der,alle galle Der kvnigin der,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_1va_3_7,kvnigin,galle Der kvnigin der trewen,kvnigin,matched,lemma_3511
WZB_1va_4_0,der,Der kvnigin der trewen vnd,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_1va_4_1,trewen,kvnigin der trewen vnd der,trewen,matched,lemma_6215
WZB_1va_4_2,vnd,der trewen vnd der eren,vnd,matched,lemma_6467
WZB_1va_4_3,der,trewen vnd der eren der,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_1va_4_4,eren,vnd der eren der werden,eren,ambiguous,lemma_1282|lemma_5454|lemma_56116|lemma_57649
WZB_1va_5_0,der,der eren der werden heren,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_1va_5_1,werden,eren der werden heren Das,werden,ambiguous,lemma_62628|lemma_7489|lemma_7500
WZB_1va_5_2,heren,der werden heren Das sie,heren,ambiguous,lemma_10833|lemma_2682|lemma_2684|lemma_2761|lemma_5454
WZB_1va_5_5,Das,werden heren Das sie si,das,ambiguous,lemma_1097|lemma_13169
WZB_1va_5_6,sie,heren Das sie si muze,sie,ambiguous,lemma_5432|lemma_5454|lemma_56116
WZB_1va_5_7,si,Das sie si muze czuchticlich,si,ambiguous,lemma_48479|lemma_5366|lemma_5432|lemma_5445|lemma_5454|lemma_56116
WZB_1va_5_8,muze,sie si muze czuchticlich furen,muze,ambiguous,lemma_4226|lemma_4238
WZB_1va_6_0,czuchticlich,si muze czuchticlich furen in,czuchticlich,unmatched,
WZB_1va_6_2,furen,muze czuchticlich furen in ires,furen,ambiguous,lemma_6761|lemma_7283
WZB_1va_6_3,in,czuchticlich furen in ires kindes,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_1va_6_4,ires,furen in ires kindes reich,ires,ambiguous,lemma_5454|lemma_56116
WZB_1va_6_5,kindes,in ires kindes reich Und,kindes,matched,lemma_3313
WZB_1va_7_0,reich,ires kindes reich Und gebe,reich,ambiguous,lemma_4842|lemma_4872|lemma_4930
WZB_1va_7_2,Und,kindes reich Und gebe ir,und,matched,lemma_6467
WZB_1va_7_3,gebe,reich Und gebe ir do,gebe,ambiguous,lemma_13306|lemma_1961
WZB_1va_7_4,ir,Und gebe ir do der,ir,ambiguous,lemma_1517|lemma_5454|lemma_56116|lemma_56117
WZB_1va_7_5,do,gebe ir do der trewen,do,ambiguous,lemma_1055|lemma_1180|lemma_1242|lemma_4445
WZB_1va_7_6,der,ir do der trewen crone,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_1va_7_7,trewen,do der trewen crone Nu,trewen,matched,lemma_6215
WZB_1va_8_0,crone,der trewen crone Nu vnd,crone,matched,lemma_3480
WZB_1va_8_2,Nu,trewen crone Nu vnd ewiclich,nu,matched,lemma_4432
WZB_1va_8_3,vnd,crone Nu vnd ewiclich zu,vnd,matched,lemma_6467
WZB_1va_8_4,ewiclich,Nu vnd ewiclich zu lone,ewiclich,matched,lemma_1293
WZB_1va_8_5,zu,vnd ewiclich zu lone Criste,zu,matched,lemma_7770
WZB_1va_8_6,lone,ewiclich zu lone Criste des,lone,ambiguous,lemma_3815|lemma_3817
WZB_1va_9_0,Criste,zu lone Criste des ewigen,criste,matched,lemma_3472
WZB_1va_9_2,des,lone Criste des ewigen vaters,des,ambiguous,lemma_1097|lemma_1119|lemma_1186
WZB_1va_9_3,ewigen,Criste des ewigen vaters s,ewigen,matched,lemma_1292
WZB_1va_9_4,vaters,des ewigen vaters s =,vaters,matched,lemma_6771
WZB_1va_9_5,s,ewigen vaters s = svn,s,ambiguous,lemma_1119|lemma_2
WZB_1va_9_6,=,vaters s = svn Nu,=,unmatched,
WZB_1va_10_0,svn,s = svn Nu hilffe,svn,matched,lemma_5883
WZB_1va_10_3,Nu,= svn Nu hilffe vns,nu,matched,lemma_4432
WZB_1va_10_4,hilffe,svn Nu hilffe vns das,hilffe,matched,lemma_2739
WZB_1va_10_5,vns,Nu hilffe vns das wir,vns,matched,lemma_7643
WZB_1va_10_7,das,hilffe vns das wir also,das,ambiguous,lemma_1097|lemma_13169
WZB_1va_11_0,wir,vns das wir also tvn,wir,matched,lemma_7643
WZB_1va_11_1,also,das wir also tvn Das,also,matched,lemma_152
WZB_1va_11_2,tvn,wir also tvn Das vns,tvn,matched,lemma_6301
WZB_1va_11_5,Das,also tvn Das vns nymmer,das,ambiguous,lemma_1097|lemma_13169
WZB_1va_11_6,vns,tvn Das vns nymmer misselinge,vns,matched,lemma_7643
WZB_1va_11_7,nymmer,Das vns nymmer misselinge Dein,nymmer,matched,lemma_4368
WZB_1va_12_0,misselinge,vns nymmer misselinge Dein helfe,misselinge,matched,lemma_4150
WZB_1va_12_3,Dein,nymmer misselinge Dein helfe vns,dein,matched,lemma_1242
WZB_1va_12_4,helfe,misselinge Dein helfe vns dar,helfe,matched,lemma_2739
WZB_1va_12_5,vns,Dein helfe vns dar czu,vns,matched,lemma_7643
WZB_1va_12_6,dar,helfe vns dar czu bringe,dar,matched,lemma_1055
WZB_1va_13_0,czu,vns dar czu bringe In,czu,matched,lemma_7770
WZB_1va_13_1,bringe,dar czu bringe In aller,bringe,matched,lemma_868
WZB_1va_13_3,In,czu bringe In aller vnser,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_1va_13_4,aller,bringe In aller vnser arbeit,aller,matched,lemma_106
WZB_1va_13_5,vnser,In aller vnser arbeit Gib,vnser,matched,lemma_7643
WZB_1va_13_6,arbeit,aller vnser arbeit Gib vns,arbeit,ambiguous,lemma_269|lemma_270
WZB_1va_14_0,Gib,vnser arbeit Gib vns selbir,gib,matched,lemma_1961
WZB_1va_14_1,vns,arbeit Gib vns selbir dein,vns,matched,lemma_7643
WZB_1va_14_2,selbir,Gib vns selbir dein geleit,selbir,matched,lemma_5385
WZB_1va_14_3,dein,vns selbir dein geleit Wenn,dein,matched,lemma_1242
WZB_1va_14_4,geleit,selbir dein geleit Wenn wir,geleit,ambiguous,lemma_2057|lemma_3674|lemma_3692
WZB_1va_14_7,Wenn,dein geleit Wenn wir vns,wenn,matched,lemma_7385
WZB_1va_15_0,wir,geleit Wenn wir vns han,wir,matched,lemma_7643
WZB_1va_15_1,vns,Wenn wir vns han geseczet,vns,matched,lemma_7643
WZB_1va_15_2,han,wir vns han geseczet vor,han,ambiguous,lemma_2598|lemma_2634|lemma_50840
WZB_1va_15_3,geseczet,vns han geseczet vor Aufsliessen,geseczet,unmatched,
WZB_1va_15_4,vor,han geseczet vor Aufsliessen deiner,vor,matched,lemma_7194
WZB_1va_15_6,Aufsliessen,geseczet vor Aufsliessen deiner schrifte,aufsliessen,unmatched,
WZB_1va_16_0,deiner,vor Aufsliessen deiner schrifte tor,deiner,matched,lemma_1242
WZB_1va_16_1,schrifte,Aufsliessen deiner schrifte tor Die,schrifte,matched,lemma_5315
WZB_1va_16_2,tor,deiner schrifte tor Die manchem,tor,ambiguous,lemma_6113|lemma_9255
WZB_1va_16_5,Die,schrifte tor Die manchem noch,die,ambiguous,lemma_1139|lemma_1161
WZB_1va_17_0,manchem,tor Die manchem noch vorsperret,manchem,matched,lemma_3962
WZB_1va_17_1,noch,Die manchem noch vorsperret sein,noch,ambiguous,lemma_14402|lemma_4281|lemma_4415
WZB_1va_17_2,vorsperret,manchem noch vorsperret sein So,vorsperret,unmatched,
WZB_1va_17_3,sein,noch vorsperret sein So das,sein,ambiguous,lemma_1517|lemma_1762|lemma_5377|lemma_5427|lemma_5432
WZB_1va_18_0,So,vorsperret sein So das wir,so,matched,lemma_5601
WZB_1va_18_1,das,sein So das wir aus,das,ambiguous,lemma_1097|lemma_13169
WZB_1va_18_2,wir,So das wir aus der,wir,matched,lemma_7643
WZB_1va_18_3,aus,das wir aus der latein,aus,matched,lemma_6342
WZB_1va_18_4,der,wir aus der latein Sie,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_1va_18_5,latein,aus der latein Sie czu,latein,matched,lemma_3635
WZB_1va_18_7,Sie,der latein Sie czu deutsche,sie,ambiguous,lemma_5432|lemma_5454|lemma_56116
WZB_1va_19_0,czu,latein Sie czu deutsche richten,czu,matched,lemma_7770
WZB_1va_19_1,deutsche,Sie czu deutsche richten vnd,deutsche,matched,lemma_1177
WZB_1va_19_2,richten,czu deutsche richten vnd durch,richten,matched,lemma_4913
WZB_1va_19_4,vnd,deutsche richten vnd durch deinen,vnd,matched,lemma_6467
WZB_1va_19_5,durch,richten vnd durch deinen namen,durch,matched,lemma_1258
WZB_1va_20_0,deinen,vnd durch deinen namen tichten,deinen,matched,lemma_1242
WZB_1va_20_1,namen,durch deinen namen tichten Dorvmbe,namen,ambiguous,lemma_4306|lemma_4308|lemma_4330
WZB_1va_20_2,tichten,deinen namen tichten Dorvmbe das,tichten,matched,lemma_6083
WZB_1va_20_5,Dorvmbe,namen tichten Dorvmbe das dein,dorvmbe,unmatched,
WZB_1va_21_0,das,tichten Dorvmbe das dein kindel,das,ambiguous,lemma_1097|lemma_13169
WZB_1va_21_1,dein,Dorvmbe das dein kindel Die,dein,matched,lemma_1242
WZB_1va_21_2,kindel,das dein kindel Die diser,kindel,matched,lemma_3313
WZB_1va_21_5,Die,dein kindel Die diser werlde,die,ambiguous,lemma_1139|lemma_1161
WZB_1va_21_6,diser,kindel Die diser werlde swindel,diser,matched,lemma_1169
WZB_1va_21_7,werlde,Die diser werlde swindel Hat,werlde,matched,lemma_7494
WZB_1va_22_0,swindel,diser werlde swindel Hat betoubet,swindel,matched,lemma_5984
WZB_1va_22_3,Hat,werlde swindel Hat betoubet vnd,hat,matched,lemma_2598
WZB_1va_22_4,betoubet,swindel Hat betoubet vnd vorirret,betoubet,matched,lemma_625
WZB_1va_22_5,vnd,Hat betoubet vnd vorirret Und,vnd,matched,lemma_6467
WZB_1va_22_6,vorirret,betoubet vnd vorirret Und von,vorirret,unmatched,
WZB_1va_23_1,Und,vnd vorirret Und von dir,und,matched,lemma_6467
WZB_1va_23_2,von,vorirret Und von dir verre,von,matched,lemma_7193
WZB_1va_23_3,dir,Und von dir verre gevirret,dir,ambiguous,lemma_1169|lemma_1242
WZB_1va_23_4,verre,von dir verre gevirret Dar,verre,matched,lemma_6913
WZB_1va_23_5,gevirret,dir verre gevirret Dar aus,gevirret,matched,lemma_6916
WZB_1va_24_0,Dar,verre gevirret Dar aus helfe,dar,matched,lemma_1055
WZB_1va_24_1,aus,gevirret Dar aus helfe enpfahen,aus,matched,lemma_6342
WZB_1va_24_2,helfe,Dar aus helfe enpfahen Und,helfe,matched,lemma_2739
WZB_1va_24_3,enpfahen,aus helfe enpfahen Und wider,enpfahen,matched,lemma_1436
WZB_1va_24_5,Und,helfe enpfahen Und wider czu,und,matched,lemma_6467
WZB_1va_25_0,wider,enpfahen Und wider czu dir,wider,ambiguous,lemma_12326|lemma_7557
WZB_1va_25_1,czu,Und wider czu dir gahen,czu,matched,lemma_7770
WZB_1va_25_2,dir,wider czu dir gahen vnd,dir,ambiguous,lemma_1169|lemma_1242
WZB_1va_25_3,gahen,czu dir gahen vnd durch,gahen,matched,lemma_1842
WZB_1va_25_6,vnd,dir gahen vnd durch deiner,vnd,matched,lemma_6467
WZB_1va_25_7,durch,gahen vnd durch deiner diener,durch,matched,lemma_1258
WZB_1va_26_0,deiner,vnd durch deiner diener selden,deiner,matched,lemma_1242
WZB_1va_26_1,diener,durch deiner diener selden Die,diener,matched,lemma_1144
WZB_1va_26_2,selden,deiner diener selden Die vf,selden,ambiguous,lemma_5051|lemma_5387
WZB_1va_26_5,Die,diener selden Die vf der,die,ambiguous,lemma_1139|lemma_1161
WZB_1va_26_6,vf,selden Die vf der schriften,vf,matched,lemma_6330
WZB_1va_26_7,der,Die vf der schriften velden,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_1va_27_0,schriften,vf der schriften velden Der,schriften,matched,lemma_5315
WZB_1va_27_1,velden,der schriften velden Der sele,velden,matched,lemma_6797
WZB_1va_27_3,Der,schriften velden Der sele narunge,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_1va_27_4,sele,velden Der sele narunge suchen,sele,matched,lemma_5349
WZB_1va_27_5,narunge,Der sele narunge suchen Das,narunge,matched,lemma_21289
WZB_1va_28_0,suchen,sele narunge suchen Das sie,suchen,matched,lemma_5903
WZB_1va_28_3,Das,narunge suchen Das sie in,das,ambiguous,lemma_1097|lemma_13169
WZB_1va_28_4,sie,suchen Das sie in keinen,sie,ambiguous,lemma_5432|lemma_5454|lemma_56116
WZB_1va_28_5,in,Das sie in keinen Buchen,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_1va_28_6,keinen,sie in keinen Buchen Uinden,keinen,matched,lemma_3273
WZB_1va_28_7,Buchen,in keinen Buchen Uinden keiner,buchen,matched,lemma_936
WZB_1va_29_1,Uinden,keinen Buchen Uinden keiner minne,uinden,unmatched,
WZB_1va_29_2,keiner,Buchen Uinden keiner minne funken,keiner,matched,lemma_3273
WZB_1va_29_3,minne,Uinden keiner minne funken Und,minne,ambiguous,lemma_4130|lemma_4133
WZB_1va_29_4,funken,keiner minne funken Und werden,funken,matched,lemma_7312
WZB_1va_30_2,Und,minne funken Und werden in,und,matched,lemma_6467
WZB_1va_30_3,werden,funken Und werden in liebe,werden,ambiguous,lemma_62628|lemma_7489|lemma_7500
WZB_1va_30_4,in,Und werden in liebe truncken,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_1va_30_5,liebe,werden in liebe truncken Als,liebe,ambiguous,lemma_3738|lemma_3756|lemma_3765
WZB_1va_30_6,truncken,in liebe truncken Als vns,truncken,matched,lemma_6207
WZB_1va_31_2,Als,liebe truncken Als vns herre,als,matched,lemma_148
WZB_1va_31_3,vns,truncken Als vns herre In,vns,matched,lemma_7643
WZB_1va_31_4,herre,Als vns herre In der,herre,ambiguous,lemma_2684|lemma_2761
WZB_1va_31_6,In,vns herre In der liebe,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_1va_31_7,der,herre In der liebe buch,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_1va_31_8,liebe,In der liebe buch do,liebe,ambiguous,lemma_3738|lemma_3756|lemma_3765
WZB_1va_31_9,buch,der liebe buch do von,buch,ambiguous,lemma_14784|lemma_21151|lemma_912|lemma_936
WZB_1va_31_11,do,liebe buch do von Esset,do,ambiguous,lemma_1055|lemma_1180|lemma_1242|lemma_4445
WZB_1va_31_12,von,buch do von Esset vnd,von,matched,lemma_7193
WZB_1va_32_0,Esset,do von Esset vnd trincket,esset,matched,lemma_1764
WZB_1va_32_1,vnd,von Esset vnd trincket mein,vnd,matched,lemma_6467
WZB_1va_32_2,trincket,Esset vnd trincket mein lieben,trincket,matched,lemma_6207
WZB_1va_32_4,mein,vnd trincket mein lieben frunt,mein,ambiguous,lemma_3001|lemma_4048|lemma_4051
WZB_1va_32_5,lieben,trincket mein lieben frunt Und,lieben,ambiguous,lemma_3756|lemma_3765
WZB_1va_33_0,frunt,mein lieben frunt Und werdet,frunt,matched,lemma_7246
WZB_1va_33_3,Und,lieben frunt Und werdet truncken,und,matched,lemma_6467
WZB_1va_33_4,werdet,frunt Und werdet truncken nv,werdet,matched,lemma_7489
WZB_1va_33_5,truncken,Und werdet truncken nv czu,truncken,matched,lemma_6207
WZB_1va_33_6,nv,werdet truncken nv czu stunt,nv,matched,lemma_4432
WZB_1va_34_0,czu,truncken nv czu stunt Ewer,czu,matched,lemma_7770
WZB_1va_34_1,stunt,nv czu stunt Ewer lieb,stunt,ambiguous,lemma_5710|lemma_5842
WZB_1va_34_4,Ewer,czu stunt Ewer lieb mir,ewer,matched,lemma_56117
WZB_1va_34_5,lieb,stunt Ewer lieb mir slafen,lieb,ambiguous,lemma_3756|lemma_3765
WZB_1va_34_6,mir,Ewer lieb mir slafen machet,mir,matched,lemma_3001
WZB_1va_34_7,slafen,lieb mir slafen machet Idoch,slafen,matched,lemma_5517
WZB_1va_35_0,machet,mir slafen machet Idoch mein,machet,matched,lemma_3917
WZB_1va_35_3,Idoch,slafen machet Idoch mein hercze,idoch,matched,lemma_3005
WZB_1va_35_4,mein,machet Idoch mein hercze wachet,mein,ambiguous,lemma_3001|lemma_4048|lemma_4051
WZB_1va_35_5,hercze,Idoch mein hercze wachet Nun,hercze,matched,lemma_2795
WZB_1va_35_6,wachet,mein hercze wachet Nun herre,wachet,matched,lemma_7346
WZB_1va_36_2,Nun,hercze wachet Nun herre in,nun,matched,lemma_4432
WZB_1va_36_3,herre,wachet Nun herre in deinem,herre,ambiguous,lemma_2684|lemma_2761
WZB_1va_36_4,in,Nun herre in deinem namen,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_1va_36_5,deinem,herre in deinem namen PROLOGUS,deinem,matched,lemma_1242
WZB_1va_36_6,namen,in deinem namen PROLOGUS Durch,namen,ambiguous,lemma_4306|lemma_4308|lemma_4330
WZB_1vb_1_0,PROLOGUS,deinem namen PROLOGUS Durch deiner,prologus,matched,lemma_26634
WZB_1vb_2_0,Durch,namen PROLOGUS Durch deiner heiligen,durch,matched,lemma_1258
WZB_1vb_2_1,deiner,PROLOGUS Durch deiner heiligen minne,deiner,matched,lemma_1242
WZB_1vb_2_2,heiligen,Durch deiner heiligen minne stramen,heiligen,matched,lemma_2708
WZB_1vb_2_3,minne,deiner heiligen minne stramen Hilffe,minne,ambiguous,lemma_4130|lemma_4133
WZB_1vb_2_4,stramen,heiligen minne stramen Hilffe das,stramen,unmatched,
WZB_1vb_3_1,Hilffe,minne stramen Hilffe das wir,hilffe,matched,lemma_2739
WZB_1vb_3_3,das,stramen Hilffe das wir in,das,ambiguous,lemma_1097|lemma_13169
WZB_1vb_3_4,wir,Hilffe das wir in vnsern,wir,matched,lemma_7643
WZB_1vb_3_5,in,das wir in vnsern tagen,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_1vb_3_6,vnsern,wir in vnsern tagen Dein,vnsern,matched,lemma_7643
WZB_1vb_4_0,tagen,in vnsern tagen Dein ioch,tagen,ambiguous,lemma_5994|lemma_6003
WZB_1vb_4_2,Dein,vnsern tagen Dein ioch also,dein,matched,lemma_1242
WZB_1vb_4_3,ioch,tagen Dein ioch also muzzent,ioch,ambiguous,lemma_18264|lemma_3133
WZB_1vb_4_4,also,Dein ioch also muzzent tragen,also,matched,lemma_152
WZB_1vb_4_5,muzzent,ioch also muzzent tragen Das,muzzent,unmatched,
WZB_1vb_4_6,tragen,also muzzent tragen Das wir,tragen,matched,lemma_6171
WZB_1vb_5_2,Das,muzzent tragen Das wir in,das,ambiguous,lemma_1097|lemma_13169
WZB_1vb_5_3,wir,tragen Das wir in deines,wir,matched,lemma_7643
WZB_1vb_5_4,in,Das wir in deines vaters,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_1vb_5_5,deines,wir in deines vaters lant,deines,matched,lemma_1242
WZB_1vb_5_6,vaters,in deines vaters lant Mit,vaters,matched,lemma_6771
WZB_1vb_6_0,lant,deines vaters lant Mit den,lant,ambiguous,lemma_3567|lemma_3604
WZB_1vb_6_2,Mit,vaters lant Mit den czu,mit,matched,lemma_4172
WZB_1vb_6_3,den,lant Mit den czu der,den,matched,lemma_1119
WZB_1vb_6_4,czu,Mit den czu der rechten,czu,matched,lemma_7770
WZB_1vb_6_5,der,den czu der rechten hant,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_1vb_6_6,rechten,czu der rechten hant Enpfahen,rechten,matched,lemma_4840
WZB_1vb_6_7,hant,der rechten hant Enpfahen deines,hant,ambiguous,lemma_2598|lemma_2640
WZB_1vb_7_0,Enpfahen,rechten hant Enpfahen deines segens,enpfahen,matched,lemma_1436
WZB_1vb_7_1,deines,hant Enpfahen deines segens gewin,deines,matched,lemma_1242
WZB_1vb_7_2,segens,Enpfahen deines segens gewin So,segens,matched,lemma_5363
WZB_1vb_7_3,gewin,deines segens gewin So du,gewin,matched,lemma_2347
WZB_1vb_8_0,So,segens gewin So du sprichest,so,matched,lemma_5601
WZB_1vb_8_1,du,gewin So du sprichest gutlichen,du,ambiguous,lemma_1139|lemma_1180|lemma_1241|lemma_1242
WZB_1vb_8_2,sprichest,So du sprichest gutlichen czu,sprichest,matched,lemma_5693
WZB_1vb_8_3,gutlichen,du sprichest gutlichen czu in,gutlichen,matched,lemma_2574
WZB_1vb_8_4,czu,sprichest gutlichen czu in Kvmet,czu,matched,lemma_7770
WZB_1vb_9_0,in,gutlichen czu in Kvmet ir,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_1vb_9_3,Kvmet,czu in Kvmet ir gesegenten,kvmet,matched,lemma_3400
WZB_1vb_9_4,ir,in Kvmet ir gesegenten kindel,ir,ambiguous,lemma_1517|lemma_5454|lemma_56116|lemma_56117
WZB_1vb_9_5,gesegenten,Kvmet ir gesegenten kindel vein,gesegenten,matched,lemma_2212
WZB_1vb_9_6,kindel,ir gesegenten kindel vein In,kindel,matched,lemma_3313
WZB_1vb_10_0,vein,gesegenten kindel vein In das,vein,matched,lemma_1785
WZB_1vb_10_2,In,kindel vein In das reich,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_1vb_10_3,das,vein In das reich des,das,ambiguous,lemma_1097|lemma_13169
