form	count	sample_contexts
ieriger	8	sullet Ungemeiligter ieriger lemmer czwei || czwen wider ieriger vngemeiligter lemmer || czwen wider ieriger vngemeiligter lemmer
vngemeiligter	8	czwen wider vngemeiligter lemmer virczehen || wider ieriger vngemeiligter lemmer vierczehen || wider ieriger vngemeiligter lemmer virczehen
besiczvnge	8	von der besiczvnge irr bruder || zu einer besiczvnge noch iren || her nicht besiczvnge wenne der
krichenden	7	vnd allen krichenden das sich || Uon dem krichenden bis an || aus allen krichenden tiren der
heuten	7	hausvrowen aus heuten rŏkke vnd || rotgeverbten widers heuten Und vbir || iacincte geverbten heuten Mache ouch
vorterbten	7	in nicht vorterbten alle die || der svn vorterbten sie mit || wir vnd vorterbten ire woner
knechtel	7	die archen knechtel vnd meidel || euch alle knechtel vnd besneiden || euch Alle knechtel in ewern
vnfruchtber	7	di was vnfruchtber vnd hatte || sie was vnfruchtber Und er || ir swester vnfruchtber Und die
czeige	7	ich dir czeige vnd ich || das ich czeige in dir || in vnd czeige in die
bleibende	7	vnd was bleibende in den || iren bouch bleibende ir swester || es ein bleibende ousseczikeit Unrein
vrteilen	7	wil ich vrteilen Dornach werden || gekornen ratleute vrteilen Ist aber || her in vrteilen do von
few̆ers	7	lampen des few̆ers geende czwisschen || seule des few̆ers durch die || vnd des few̆ers hantreichunge Und
hinderteil	7	gesehen des hinderteil der mich || ł das hinderteil des geczeldis || die sein hinderteil an sehen
wirft	7	svnder du wirft geheissen wenne || sein speichel wirft ouf den || vnd nicht wirft euch hin
verrens	7	stat von verrens vnd sprach || sahen von verrens e her || stunt von verrens aber gink
pilgereime	7	sage vnd pilgereime do vnd || gerechten Dem pilgereime saltu nicht || Es svnde pilgereime oder purger
gesalbet	7	du hast gesalbet den stein || das sie gesalbet werden in || mit nicht gesalbet werden vnd
geczeug	7	wirt ein geczeug czwischen mir || vnserr rede geczeug wenne got || dir ein geczeug Dicz grap
czeigte	7	behabten mantil czeigte sie irem || herren Der czeigte im ein || vnser herre czeigte do also
besiczungen	7	in irn besiczungen Wenne mir || czwischen den besiczungen vnd czwischen || czwischen den besiczungen der also
erwerfen	7	sie vns erwerfen mit steinen || man sie erwerfen vnd sein || mit steinen erwerfen vnd den
czale	7	das die czale zu wenig || erde Die czale deiner tage || Aber die czale des silbers
gesneite	7	dem in gesneite sult ir || das in gesneite vnd das || sein in gesneite vnd sein
bedacte	7	dicke wolken bedacte den perck || gestigen do bedacte ein wolken || die her bedacte mit golde
lei	7	Noch der lei das do || hat der lei di sich || ouf welcher lei der toten
horest	7	das du horest seine stimme || wenne du horest die stimme || das du horest di stimme
mittagis	7	an der mittagis seiten die || in der mittagis seiten des || EXO geczeldis mittagis seiten gegen
blechen	7	mit guldeinen blechen Und ł || mit ereinen blechen vnd stos || mit silbereinen blechen In der
erein	7	vnd grunde erein XXUII Mache || gos her erein vnd vbirlegte || machte her erein v vnd
geceldis	7	selben grosen geceldis das do || vas des geceldis vnd den || tur seines geceldis vnd sahen
dovmen	7	ouf die dovmen irr hende || vnd den dovmen seiner rechten || vnd die dovmen der rechten
fuzes	7	des rechten fuzes vnd geuss || ouch des fuzes vnd opferte || vnd des fuzes Und von
czagil	7	vnd den czagil vnd das || veisticheit den czagil als ganczen || dem den czagil vnd die
enczunde	7	vnd das enczunde ouf dem || schuten Und enczunde das ouf || ouf vnd enczunde die ouf
gesvndert	7	herren wart gesvndert Wer do || der euch gesvndert hat von || er hette gesvndert den die
purpir	7	iacinten vnd purpir vnd rotes || kanten iacinct purpir vnd gewurmeltes || vnd von purpir v vnd
rouchvas	7	vnd DUS rouchvas ous reinem || yclicher sein rouchvas du vnd || yclicher sein rouchvas vnd legt
tvnke	7	herren so tvnke der priester || dem ysop tvnke her in || hant vnd tvnke seinen rechten
lemmern	7	von den lemmern ist sein || zu yclichn lemmern Und zu || zu yclichen lemmern in dem
czelen	7	ir dorvmme czelen von dem || speise vnd czelen soltu siben || ous vnd czelen sult ir
iarczal	7	ouf die iarczal aller sammenunge || nicht ir iarczal mit svnder || vnd alle iarczal der streitenden
czigenpocke	7	wider funf czigenpocke funf ierige || wider funf czigenpocke funf ierige || wider funf czigenpocke funf ierige
mowern	7	oder ane mowern sint die || enge czweier mowern mit die || von den mowern der stete
gereiczet	7	das do gereiczet wart wider || zu czorne gereiczet hast deinen || hastu in gereiczet vnd c
honikseim	7	vnd von honikseim Hŏre u || vnd mit honikseim Wenne die || vnd von honikseim Und dorvmme
newkomen	7	gerichte des newkomen vnd des || svnder den newkomen vnd den || sie dem newkomen vnd dem
waisen	7	vnd des waisen Noch nicht || vnd den waisen vnd die || vnd dem waisen vnd der
ostnischen	7	in dem ostnischen teile der || gegen dem ostnischen teile Uon || gegen dem ostnischen teile Das
vorheusern	7	mit iren vorheusern ouf dem || mit iren vorheusern vier stete || mit iren vorheusern czwu stete
nevnhundert	6	alle tage nevnhundert vnd czwelf || alle tage nevnhundert vnd funf || alle tage nevnhundert vnd czehen
vormeiligt	6	svne vnd vormeiligt was aber || vorserit vnd vormeiligt ist das || die eintweder vormeiligt ist oder
sulln	6	aus yeclichem sulln y̆ngeen mit || blut vorwar sulln giessen die || beide vnd sulln nicht sterben
houfe	6	trage zu houfe bei dich || mensch zu houfe leget ein || ir zu houfe gesamment alle
UII	6	in speise UII CAPITULUM dorumb || vnd XX UII aber was || Und CAPITULUM UII vnser herre
anevank	6	Aber der anevank seines reiches || euch der anevank der anvank || ist der anevank seiner erben
gereicht	6	Ich hab gereicht ausgenomen des || im vnd gereicht wart der || ist er gereicht vnd ist
geperen	6	vnd wirst geperen einen svn || hausvrowe wirt geperen dir einen || wirt er geperen vnd wil
wachsende	6	machen dich wachsende grŏslich vnd || wandernde vnd wachsende bis her || geweitet vnd wachsende gemachet ouf
seuche	6	vorgangen die seuche die lachte || volk mit seuche vnd vorterben || flusses der seuche vnd sechs
vorlisen	6	wiltu so vorlisen den gerechten || wir sie vorlisen Und ous || erde vnd vorlisen wirt die
grŏsten	6	zu dem grŏsten also das || an dem grŏsten do begriffen || erde am grŏsten die lant
mynnern	6	zu der mynnern Unser vater || zu der mynnern Sich nechten || wirt dem mynnern dienen Und
erstgebornen	6	ouf deinen erstgebornen svn den || gab seinem erstgebornen svne ein || erslahen deinen erstgebornen svn vnd
czeigen	6	dir wil czeigen Dorumbe stund || wil euch czeigen was ir || in zu czeigen in den
vorchtest	6	du got vorchtest vnd hast || das du vorchtest deinen herren || di du vorchtest Und dorvber
gegenworticheit	6	in der gegenworticheit der kinder || an die gegenworticheit des kindes || zu diser gegenworticheit woldestu mich
ŏrringe	6	czwen guldein ŏrringe die wugen || die guldeinen ŏrringe vnd die || ir an ŏrringe zu cziren
Czeuch	6	sprach C Czeuch von vns || vŏrchte dich Czeuch hin abe || zu im Czeuch hin ouf
vluchet	6	Der dir vluchet der sei || Welcher do vluchet seinem vater || seiner muter vluchet sein blut
alraunen	6	vnd vant alraunen die brachte || von den alraunen deines svnes || ouch die alraunen wiltu mir
wegis	6	geverte deines wegis Und sprach || wustenunge des wegis drey tagweide || wustenunge des wegis dreier tagweide
dorous	6	vnd sach dorous essen die || stein vnd dorous wirt vlissen || do wart dorous dicz kalp
veiste	6	ochssen gar veiste vnd giengen || des leibes veiste vnd wunderschŏne || vnd das veiste das dorvmme
vorkoufe	6	gehort man vorkoufe weicz zu || des getreides vorkoufe her im || wil so vorkoufe mans einem
weicz	6	man vorkoufe weicz zu Czihet || vmb den weicz gegeben hat || w SIS weicz trugen vnd
gevenknusse	6	in dem gevenknusse bis ich || ich in gevenknusse habe muget || ous dem gevenknusse der vnd
esiln	6	futer iren esiln Und sie || mit iren esiln Und do || vnd den esiln vnd den
brustil	6	segen der brustil vnd der || vnd das brustil v Und || Aber das brustil wirt vnd
gerufet	6	hat vns gerufet Geen werde || ich hab gerufet mit namen || sie wurden gerufet von im
nichtenicht	6	sprecht Mit nichtenicht gebt in || Und mit nichtenicht bleibt ir || sprachen Mit nichtenicht muge wir
clouben	6	geen vnd clouben stuppil vnd || als zu clouben sprev Und || nicht ouf clouben Sunder den
gepflaget	6	worumb hastu gepflaget dein volk || hat her gepflaget dein volke || wasser vnd gepflaget werden die
leuitischen	6	fursten des leuitischen gesindes durch || pfaffen des leuitischen geslechtes vnd || d des leuitischen geſlechtes vnd
knechtels	6	herren alle knechtels geslechte das || MERI ist knechtels geslechte von || Der volk knechtels geslechte wart
reitenden	6	in seinen reitenden Vnd der || vber ir reitenden Und do || vnd die reitenden vnd alles
vorczert	6	arbeit wirstu vorczert du vnd || dem few̆er vorczert noch nimant || vncz bis vorczert wart alles
czan	6	vmb ouge czan vmbe czan || czan vmbe czan hant vmb || eynen ł czan ist das
gegenwortig	6	herre nicht gegenwortig ist betwungen || vihes herre gegenwortig ist so || ich bin gegenwortig Mag ich
vorczihen	6	euch wirt vorczihen vnd wirt || Und wenne vorczihen wirt mein || wolle wir vorczihen Und her
oniknien	6	ruches vnd oniknien steine zu || czwen edle oniknien steine vnd || mirre vnd oniknien wurcze v
nvs	6	sam ein nvs an einen || gestalt einer nvs an dem || gestalt einer nvs vnd ringlein
centner	6	haben einen centner reines goldes || golde Ein centner goldes wug || vnd nevn centner sibenhundert vnd
geverbten	6	von iacincte geverbten heuten Mache || von iacinten geverbten heuten Ouch || von iacincten geverbten heuten den
gebleichet	6	leineim czwir gebleichet mit genetem || pfelle czwir gebleichet mit mancher || pfelle anderweit gebleichet mit mancher
behaldende	6	doum elen behaldende vnd drei || silberein trinkvas behaldende sibenczig scot || silbereines trinkvas behaldende siben ERI
leineine	6	svnen mache leineine rokke vnd || Mache ouch leineine nider wate || sie weisse leineine rocke geworchtis
weihen	6	hende saltu weihen vnd heilige || alter vnd weihen vnd her || der salbunge weihen so das
endliste	6	ouf das endliste teil der || rurte das endliste teil des || gerurt das endliste yclicher rechten
tires	6	meines opfer tires noch bleibe || siges opfer tires die sol || siges opfer tires die sol
fugte	6	funf vmmehenge fugte her zu || her funf fugte zu sammen || zu sammen fugte Also machte
giessende	6	vorgulte her giessende in silbereine || houbten vorgulte giessende in silbereine || irem vmringe giessende vir guldeine
tousenten	6	von dreien tousenten vnd sechs || sechs hundert tousenten funfhunderten vnd || Aber von tousenten vnd siben
ICUS	6	alter gegen ICUS osten wert || sein opfer ICUS vnd opfert || des alters ICUS des ganczenczunten
vorbruen	6	purge vnd vorbruen als das || man es vorbruen in dem || dem fewer vorbruen do von
vorbindet	6	gutes vnd vorbindet das mit || oder sich vorbindet mit eiden || mit eiden vorbindet die do
abscheidunge	6	schulder der abscheidunge habe ich || tagen der abscheidunge der blutsuchte || tagen irr abscheidunge wirt gemeiligt
schupen	6	vnd ł schupen also wol || vlossen vnd schupen hat der || vlossen vnd schupen in den
vorsliesse	6	varbe so vorsliesse in der || czil Wider vorsliesse her in || vleische so vorsliesse her in
meilige	6	dich nicht meilige Uon deinem || moloch noch meilige den namen || breuten noch meilige dich mit
vnmenschlichkeit	6	ist ein vnmenschlichkeit Mit allem || vnd die vnmenschlichkeit mit den || vnd die vnmenschlichkeit geschehen ist
funfczehenden	6	an dem funfczehenden tage des || Uon dem funfczehenden tage des || dem f funfczehenden tage dorvmme
veierlich	6	sein gar veierlich vnd heilig || den tag veierlich vnd gar || wirt geheissen veierlich vnd gar
povme	6	noch die povme werden nicht || oder ane povme S Stercket || noch allerlei povme bei dem
geczeugen	6	mag mit geczeugen Wenne sie || manslechtige vnder geczeugen wirt gepeinigt || czorne reiczet geczeugen an rufe
stakten	6	vnsers herren stakten sie die || sie vnd stakten ire geczelt || sie vnd stakten ire geczelt
vorstete	6	vnd ire vorstete in dem || vnd ire vorstete zu neren || vnd ir vorstete zu neren
vluchtigen	6	beschirmvnge den vluchtigen die do || beschirmvnge den vluchtigen werden ous || vnd die vluchtigen vor dem
vleissiclich	6	d dich vleissiclich das du || das suchest vleissiclich vnd vindest || besiczunge bereitende vleissiclich den weck
strase	5	des himels strase die got || die offenbare strase wolle wir || die gebente strase wolle wir
czunge	5	In deutsche czunge v­ vnd || alle ein czunge Und czu || vorneme die czunge seines nehsten
geslechte;	5	noch seinem geslechte; vich vnd || noch seinem geslechte; Den howen || noch seinem geslechte; Den widhopfen
geschepfet	5	als sie geschepfet sint an || sie wurden geschepfet Es lebte || den ich geschepfet habe von
hiesse	5	er sie hiesse Und alles || meit die hiesse die sprach || Die groste hiesse die minner
bovmen	5	von allen bovmen Der antwort || bei den bovmen vnder einer || ouf den bovmen di der
holczes	5	mitte des holczes des paradises || hovfen des holczes vnd rackte || den houfen holczes Und die
bedackt	5	ł Und bedackt wurden alle || es hett bedackt Und vortilget || mit der bedackt sol werden
UIII	5	hundert tage UIII CAPITULUM GOt || geslug CAPITULUM UIII Und vnser || mit im UIII Und vnser
vorpoten	5	wolken Und vorpoten wurden die || herren sint vorpoten vnd svndet || herrens sint vorpoten vnd der
meneden	5	den czehenden meneden wenne in || noch drein meneden sagte man || in den meneden des iares
rackte	5	Und er rackte aus sein || holczes vnd rackte seine hant || der iungen rackte eines ous
geest	5	lincken hant geest so wil || du noch geest So saltu || der erden geest Keret vmme
virczehenden	5	in dem virczehenden iare quam || an dem virczehenden tage des || an dem virczehenden tage des
iagte	5	sie vnd iagte sie bis || bruder vnd iagte im noch || gienk Und iagte den kvnig
XU	5	teil CAPITULUM XU DO dicz || DO CAPITULUM XU sanck einen || vnreine ist XU Und vnser
benvmet	5	einer gerechticheit benvmet Und her || pharaonis Die benvmet ir das || sol werden benvmet vnd drei
XUII	5	geperte CAPITULUM XUII DOrnach vorwar || etcetera Nu XUII CAPITULUM czogen || gepoten hat XUII Und vnser
besneiden	5	knechtel vnd besneiden sult ir || nicht wŏlt besneiden so neme || vnser knechtlin besneiden vnd dem
meles	5	maz semel meles vnd mache || drei kŏrbe meles ouf meinem || siten des meles Und also
vortragen	5	wiltu nicht vortragen der stat || hast nicht vortragen deinem einigen || hast nicht vortragen deinem einigen
vortilge	5	sprach Ich vortilge ir nicht || ich si vortilge Und ich || swertes vnd vortilge sie vnd
wŏllet	5	ir do wŏllet nvr alleine || ir tvn wŏllet barmherczicheit vnd || das ir wŏllet sein vnser
enczvnten	5	einem gancz enczvnten opfer ouf || dem gancz enczvnten opfer do || dem gancz enczvnten opfer vnd
hienk	5	horte do hienk her an || Den andern hienk her an || czogen vnd hienk den roten
czwiualdigen	5	in der czwiualdigen gruft die || in der czwiualdigen gruft die || in der czwiualdigen gruft die
furest	5	icht etwenne furest meinen svn || tochter vnd furest ander wip || du ous furest mein volk
camel	5	brachte czehen camel von der || er die camel het gestalt || von dem camel vnd sprach
gekochte	5	dem roten gekochte wenne ich || vnd die gekochte spise die || aber opferst gekochte opfer der
erstgeborne	5	svn der erstgeborne Und erschrak || Und der erstgeborne svn was || kindern Der erstgeborne svn Die
gesegenst	5	das du gesegenst Und do || nicht du gesegenst denne mir || wem du gesegenst vnd vorvluchet
fleckecht	5	rot vnd fleckecht vnd mancherlei || mancherlei oder fleckecht do deubstrafe || waren vnd fleckecht Und alle
